Liao,,,,,,,
mechdef_crusader_CRD-3R,28,,26,,25,,25
mechdef_orion_ON1-VA,4,,4,,5,,5
mechdef_thunderbolt_TDR-5S,132,,60,,50,,50
mechdef_bombardier_BMB-10D,7,,7,,0,,0
mechdef_cataphract_CTF-2X,4,,26,,79,,79
mechdef_catapult_CPLT-C4,4,,4,,5,,5
mechdef_marauder_MAD-3R,20,,19,,9,,9
mechdef_catapult_CPLT-C3,0,,0,3044-01-01T00:00:00Z,14,,14
mechdef_marauder_MAD-3L,11,,10,,9,,9
mechdef_guillotine_GLT-4P,4,,4,,0,,0
mechdef_catapult_CPLT-C1,40,,37,,14,,14
mechdef_guillotine_GLT-4L,20,,19,,9,,9
mechdef_grasshopper_GHR-5H,26,,24,,13,,13
mechdef_orion_ON1-K,28,,26,,25,,25
mechdef_stalker_STK-4P,7,,7,,9,,9
mechdef_archer_ARC-2R,61,,57,,33,,33
mechdef_grasshopper_GHR-5N,0,,0,3040-01-01T00:00:00Z,9,,9
mechdef_grasshopper_GHR-4R,2,,2,,1,,1
mechdef_jagermech_JM6-B,2,,2,,2,,2
mechdef_warhammer_WHM-6L-DC,3,,3,,3,,3
mechdef_cataphract_CTF-0X,3,,3,,3,,3
mechdef_archer_ARC-2W,3,,3,,2,,2
Assaults,,,,,,,
mechdef_charger_CGR-1L,37,,38,,19,,19
mechdef_victor_VTR-9A,10,,10,,12,,12
mechdef_victor_VTR-9A1,10,,10,,12,,12
mechdef_cyclops_CP-10-Z,35,,36,,17,,17
mechdef_longbow_LGB-0W,54,,54,,34,,34
mechdef_victor_VTR-9B,267,,271,,344,,344
mechdef_banshee_BNC-3E,86,,86,,48,,48
mechdef_charger_CGR-1A5,5,,5,,8,,8
mechdef_awesome_AWS-8R,5,,5,,7,,7
mechdef_striker_STC-2C,54,,54,,110,,110
mechdef_awesome_AWS-8V,5,,5,,7,,7
mechdef_battlemaster_BLR-1G,54,,38,,34,,34
mechdef_cyclops_CP-11-A,0,,0,3045-01-01T00:00:00Z,7,,7
mechdef_cyclops_CP-11-C,0,,0,3049-12-01T00:00:00Z,7,,7
mechdef_stalker_STK-4N,5,,5,,7,,7
mechdef_stalker_STK-3F,86,,86,,48,,48
mechdef_cyclops_CP-10-Q,10,,10,,12,,12
mechdef_awesome_AWS-8T,5,,5,,7,,7
mechdef_awesome_AWS-8Q,86,,86,,48,,48
mechdef_longbow_LGB-7Q,15,,15,,12,,12
mechdef_stalker_STK-3H,5,,5,,7,,7
mechdef_atlas_AS7-A,10,,10,,12,,12
mechdef_highlander_HGN-733,54,,54,,69,,69
mechdef_kingcrab_KGC-0000,10,,10,,7,,7
mechdef_highlander_HGN-733C,10,,10,,12,,12
mechdef_highlander_HGN-733P,10,,10,,12,,12
mechdef_atlas_AS7-D,15,,15,,12,,12
mechdef_cyclops_CP-10-HQ,5,,5,,7,,7
mechdef_atlas_AS7-LL,1,,1,,1,,1
mechdef_charger_CGR-SB,0,3025-07-01T00:00:00Z,3,,3,,3
mechdef_linesman_LMN-1PT,3,,3,,0,,0
mechdef_cyclops_CP-10-Z-DC,2,,2,,2,,2
mechdef_marauderII_MAD-4A,3,,3,,3,,3
mechdef_annihilator_ANH-1A,3,,3,,3,,3
mechdef_zeus_ZEU-6Y,3,,3,,3,,3
